Dates;Market;SMB;HML;RMW;CMA;UMD;ROE;IA;BAB
200301;-0,0257;0,0138;-0,0094;-0,0063;0,0081;0,0161;-0,006002;0,006899;0,0139
200302;-0,0188;-0,0034;-0,0145;0,0104;-0,0055;0,0125;0,009046;-0,001271;0,0189
200303;0,0109;0,0089;-0,0207;0,018;-0,0069;0,0162;0,034452;-0,001302;0,0121
200304;0,0822;0,0056;0,0103;-0,0457;0,0114;-0,0946;-0,044538;0,010369;-0,0343
200305;0,0605;0,0469;-0,0029;-0,0692;0,0322;-0,1077;-0,082383;0,01848;-0,0561
200306;0,0142;0,0167;0,0069;0,0055;-0,0033;-0,0106;0,011007;-0,010629;0,0186
200307;0,0235;0,0524;-0,0114;-0,0417;0,0187;-0,0031;-0,017459;0,023396;0,0055
200308;0,0234;0,026;0,0203;-0,0246;0,022;-0,0056;-0,012401;0,023638;0,0035
200309;-0,0124;0,008;0,0001;0,0134;0,0031;-0,0019;0,012633;0,002277;0,0179
200310;0,0608;0,0268;0,0177;-0,0159;0,0155;0,0373;-0,017515;0,010318;0,0026
200311;0,0135;0,0202;0,0185;0,0008;0,0167;0,0162;0,007762;0,023057;0,0458
200312;0,0429;-0,03;0,0241;0;0,0097;-0,0571;-0,017383;0,007725;0,0627
200401;0,0215;0,028;0,0197;-0,0353;0,034;0,026;-0,024369;0,020594;-0,0146
200402;0,014;-0,0143;0,005;0,0228;-0,0134;-0,011;0,021326;-0,008838;0,0539
200403;-0,0132;0,0175;0,0022;0,015;-0,0104;0,0021;0,017567;-0,007362;0,0513
200404;-0,0183;-0,0206;-0,0262;0,0331;-0,028;-0,0539;0,000193;-0,029004;0,0009
200405;0,0117;-0,0021;-0,0039;-0,0097;-0,0008;0,016;0,010708;0,005514;0,0038
200406;0,0186;0,0226;0,0139;0,0112;-0,0041;0,021;0,00558;-0,002619;0,0255
200407;-0,0406;-0,0381;0,0411;0,0508;-0,0162;-0,0229;0,024031;-0,009737;0,0598
200408;0,0008;-0,0162;0,0103;0,013;-0,0143;-0,0155;-0,012288;-0,012012;0,0267
200409;0,016;0,0303;-0,0025;-0,0134;-0,019;0,0524;-0,002111;-0,022103;0,03
200410;0,0143;0,0031;-0,0063;-0,0007;0,004;-0,0152;-0,014395;0,005882;0,0153
200411;0,0454;0,039;0,0179;-0,0106;-0,0022;0,0323;-0,011336;-0,004175;0,0309
200412;0,0343;0,0011;-0,0008;-0,0126;0,0051;-0,0284;-0,008596;0,003071;0,015
200501;-0,0276;-0,0151;0,0196;0,0305;-0,0138;0,032;0,032477;-0,004017;0,0392
200502;0,0189;-0,005;0,0165;0,012;-0,0005;0,0317;0,035699;0,002844;0,0345
200503;-0,0197;-0,0137;0,0161;0,0047;0,0112;0,0055;0,005349;0,009149;0,0064
200504;-0,0261;-0,0398;-0,0035;0,0096;-0,009;-0,0086;-0,011017;-0,014659;0,0146
200505;0,0365;0,0288;-0,0081;-0,0131;0,0028;0,0044;0,009635;-0,000562;-0,0188
200506;0,0057;0,0262;0,0263;0,0098;-0,0052;0,0205;-0,004251;-0,001989;0,0371
200507;0,0392;0,0293;-0,0052;-0,0119;-0,0098;0;-0,002062;-0,020743;0,0164
200508;-0,0122;-0,0092;0,0127;-0,0223;0,0045;0,0227;-0,006819;0,002404;0,0027
200509;0,0049;-0,0058;0,0077;0,0049;-0,0057;0,0345;0,008642;-0,000221;0,0015
200510;-0,0202;-0,0121;0,0022;-0,0058;-0,0126;-0,0129;0,011044;-0,00317;-0,022
200511;0,0361;0,009;-0,0119;-0,006;-0,0119;0,0025;0,00772;-0,010514;0
200512;-0,0025;-0,0046;0,0044;0,0012;0,0024;0,0077;0,002174;0,008785;0,0141
200601;0,0304;0,0542;0,0113;-0,0094;-0,0055;0,0268;-0,002587;-0,006776;0,0091
200602;-0,003;-0,0037;-0,0025;-0,007;0,02;-0,0184;-0,010088;0,024359;0,0065
200603;0,0146;0,0354;0,006;-0,0004;-0,005;0,0126;0,007682;-0,013479;0,0106
200604;0,0073;-0,0134;0,0261;0,0115;-0,0025;0,0061;0,008234;0,003423;0,0133
200605;-0,0357;-0,0305;0,0254;0,0096;0,0134;-0,0365;-0,000952;0,013187;0,003
200606;-0,0035;-0,0035;0,0087;0,0138;-0,0011;0,0148;0,010355;-0,004009;0,0008
200607;-0,0078;-0,0407;0,0294;0,0154;0,0093;-0,0222;0,005471;0,013537;0,0206
200608;0,0203;0,0091;-0,0171;-0,0174;0,0215;-0,0346;-0,013419;0,019388;-0,0046
200609;0,0184;-0,0137;0,0004;0,0088;0,0053;-0,0095;0,006243;0,009799;-0,0017
200610;0,0323;0,0173;-0,0003;-0,0022;0,0026;-0,0023;-0,002894;0,001918;0,0047
200611;0,0171;0,0086;0,0008;0,0009;-0,0088;-0,0101;0,004888;-0,015952;0,0148
200612;0,0087;-0,011;0,0316;-0,008;0,0205;0,0084;-0,005628;0,018246;0,0254
200701;0,014;0,001;-0,0011;0,0022;0,0024;0,0021;0,000117;0,006221;0,0137
200702;-0,0196;0,0132;-0,001;-0,0047;-0,0074;-0,0135;-0,007334;-0,009611;0,0116
200703;0,0068;-0,0005;-0,0022;0,0025;-0,0059;0,0249;0,004424;-0,01188;0,0008
200704;0,0349;-0,0206;-0,0115;0,0102;0,0101;-0,0016;0,005498;0,008545;0,0087
200705;0,0324;0,0002;-0,0004;0,0113;-0,0129;-0,0027;0,005252;-0,023088;-0,0103
200706;-0,0196;0,0077;-0,0112;0,0053;0,0007;0,0038;0,011897;0,009411;0,008
200707;-0,0373;-0,0251;-0,0333;0,0057;-0,0104;0,028;0,016421;-0,022854;-0,0072
200708;0,0092;-0,0013;-0,0224;-0,0091;-0,0056;0,0011;0,009747;-0,012713;-0,0292
200709;0,0322;-0,0229;-0,0186;-0,0058;-0,0317;0,0459;0,016042;-0,032483;0,0141
200710;0,018;0,0022;-0,026;-0,0031;-0,001;0,0496;0,01242;0,004806;0,0021
200711;-0,0483;-0,0262;-0,0118;0,0188;-0,0034;0,0093;0,036053;0,002065;-0,0405
200712;-0,0087;0,002;-0,0051;0,007;-0,0109;0,0652;0,022799;-0,006395;-0,0248
200801;-0,0636;-0,009;0,0365;0,0198;0,022;-0,0789;-0,003167;0,013994;-0,0209
200802;-0,0309;-0,0024;-0,0094;0,0076;-0,0106;0,0611;0,017886;-0,015041;0,0226
200803;-0,0093;0,0095;-0,0014;0,0109;0,0047;0,041;0,023741;-0,003539;-0,0673
200804;0,046;-0,0164;-0,0095;0,0128;-0,0254;-0,002;-0,008079;-0,023042;-0,0212
200805;0,0186;0,0322;-0,0138;0,0081;0,0004;0,0321;-0,003372;-0,003601;0,009
200806;-0,0844;0,0128;-0,0242;0,043;-0,0042;0,1253;0,06362;-0,001818;0,0047
200807;-0,0077;0,0245;0,0588;-0,0098;0,0106;-0,0514;0,000115;0,018233;-0,0677
200808;0,0153;0,0361;0,0152;0,0185;0,0081;-0,0404;-0,008718;0,009425;-0,013
200809;-0,0924;-0,0116;0,0633;0,0295;0,0177;0,0035;0,015935;0,031567;-0,0911
200810;-0,1723;-0,0232;-0,0289;0,036;0,0191;0,0779;0,058954;0,010567;-0,0506
200811;-0,0786;-0,0296;-0,0602;0,0483;0,0272;0,071;0,035073;0,00505;-0,0353
200812;0,0174;0,0361;-0,0025;-0,0008;-0,014;-0,0508;-0,005551;-0,023459;-0,0761
200901;-0,0812;0,0008;-0,1118;0,0023;-0,0115;-0,0184;-0,007729;-0,009211;0,119
200902;-0,101;0,0022;-0,0727;0,0171;-0,0112;0,0416;0,029629;-0,018544;-0,0033
200903;0,0895;-0,0008;0,0356;-0,0233;-0,0222;-0,1138;-0,033713;-0,004461;-0,0265
200904;0,1019;0,0477;0,0553;0,0028;0,0014;-0,3439;-0,138329;0,035049;-0,0787
200905;0,0521;-0,0234;-0,0023;-0,0098;-0,0216;-0,1244;-0,033195;-0,024199;0,0653
200906;0,0043;0,0262;-0,0272;-0,0106;-0,0017;0,0529;0,008963;0,005168;0,091
200907;0,0772;0,0207;0,0528;-0,0066;0,032;-0,0536;-0,048914;0,019785;-0,0362
200908;0,0333;-0,009;0,0775;-0,0302;0,0318;-0,0884;-0,026007;0,022621;-0,0228
200909;0,0408;0,0246;0,0093;0,0136;0,0038;-0,0493;-0,028178;-0,01154;-0,0039
200910;-0,0259;-0,0423;-0,0418;0,0418;-0,0166;0,0266;0,039459;-0,002441;0,0082
200911;0,0556;-0,025;-0,0017;0,0081;0,0013;0,0029;0,010266;-0,003517;-0,012
200912;0,0275;0,061;0;0,0048;-0,0007;0,0291;-0,018517;-0,001781;0,0094
201001;-0,0336;0,0038;0,003;-0,0139;0,0046;-0,0538;-0,01065;0,006769;0,01
201002;0,034;0,0121;0,0316;-0,0033;0,014;0,036;-0,010388;0,007576;0,0074
201003;0,0631;0,0143;0,0211;-0,0056;0,017;0,0366;-0,005129;0,015737;0,0154
201004;0,02;0,0497;0,0281;0,011;0,0169;0,0322;-0,024882;0,030559;0,0148
201005;-0,0789;0,0005;-0,0238;0,0137;-0,0022;-0,0013;0,027218;-0,004538;-0,0057
201006;-0,0556;-0,0197;-0,045;-0,0021;-0,0151;-0,03;0,01327;-0,024616;0,0231
201007;0,0693;0,0017;-0,0026;0,0024;0,0202;0,0188;-0,00853;0,012242;-0,0231
201008;-0,0477;-0,03;-0,0195;0,0072;-0,0169;-0,0019;-0,005614;-0,01777;0,0161
201009;0,0954;0,0392;-0,0313;-0,0021;0,0047;0,0135;0,005214;0,011549;-0,0119
201010;0,0388;0,0113;-0,026;0,013;-0,0023;0,0164;0,006453;-6,80E-05;0,0206
201011;0,006;0,037;-0,009;0,0024;0,0164;0,0254;-0,000799;0,018594;-0,0051
201012;0,0682;0,0069;0,0382;-0,0365;0,0322;-0,0319;-0,036697;0,030261;-0,0013
201101;0,0199;-0,0247;0,0082;-0,0089;0,0069;-0,0032;0,005565;0,013161;0,0302
201102;0,0349;0,0153;0,011;-0,0193;0,0095;0,0203;-0,016578;0,014321;0,007
201103;0,0045;0,026;-0,0158;0,0164;-0,0003;0,0351;-0,009511;-0,001252;0,0043
201104;0,029;-0,0034;-0,0252;0,0109;-0,0084;0,0006;0,015871;-0,009693;0,0055
201105;-0,0127;-0,007;-0,0208;0,0202;-0,015;-0,0058;0,001308;-0,010161;0,0142
201106;-0,0175;-0,0016;-0,0032;0,0238;-0,0145;0,0177;0,028109;-0,01152;0,0041
201107;-0,0236;-0,0135;-0,0121;0,0243;-0,0176;0,0002;0,00735;-0,020383;-0,0041
201108;-0,0599;-0,0305;-0,0248;0,032;-0,0024;-0,0033;0,025618;-0,013168;0,0076
201109;-0,0759;-0,0353;-0,0141;0,0185;0,0028;-0,0257;-0,007641;0,000766;0,0205
201110;0,1135;0,0342;-0,0018;-0,0187;-0,0088;-0,0142;0,021401;-0,005881;-0,06
201111;-0,0028;-0,0017;-0,0034;0,0179;0,0153;0,0398;0,005813;0,015244;0,0062
201112;0,0074;-0,007;0,0177;0,008;0,024;0,0195;0,011493;0,026695;0,0125
201201;0,0505;0,0215;-0,0113;-0,0181;-0,014;-0,0796;-0,006313;-0,00574;0,0068
201202;0,0442;-0,0175;0,0008;-0,0019;-0,001;-0,0028;0,002918;0,000789;0,0256
201203;0,0311;-0,0062;0,0092;-0,0033;0,0082;0,0149;0,01658;0,014304;0,0394
201204;-0,0085;-0,0052;-0,0048;0,0112;0,0067;0,0384;0,01001;0,009546;0,029
201205;-0,0619;0;-0,0059;0,0228;0,0239;0,0659;0,016157;0,026812;0,0235
201206;0,0389;0,0076;0,0044;-0,0124;0,0034;-0,0072;-0,017624;0,010221;0,0107
201207;0,0079;-0,0261;-0,0027;0,0111;0,0013;0,0316;0,015412;0,005135;0,0105
201208;0,0255;0,004;0,0131;-0,0126;-0,0073;-0,0248;-0,00502;-0,014606;-0,0087
201209;0,0273;0,0049;0,0153;-0,0138;0,0159;-0,0104;0,001849;0,011797;0,0078
201210;-0,0176;-0,0115;0,0379;-0,0139;0,0228;0,001;0,004568;0,018559;0,0201
201211;0,0078;0,0059;-0,0097;0,0068;0,0091;0,0034;0,017114;0,008177;-0,0136
201212;0,0118;0,0148;0,0358;-0,0198;0,0086;-0,0297;-0,019931;-0,008266;-0,0106
201301;0,0557;0,0039;0,0095;-0,0164;0,0147;-0,0186;-0,02101;0,015365;0,0439
201302;0,0129;-0,0045;0,0003;-0,0069;0,0048;0,0132;0,001044;0,007549;0,0187
201303;0,0403;0,0081;-0,003;0,0017;0,0131;0,0197;0,004876;0,012925;0,0233
201304;0,0155;-0,0242;0,0062;0,0007;0,0047;0,0027;-0,010102;0,001119;0,0167
201305;0,028;0,0166;0,026;-0,0166;-0,0078;-0,0178;-0,003939;-0,016561;-0,015
201306;-0,012;0,0117;-0,0017;-0,0044;-0,0001;0,0059;-0,001332;0,007015;0,0209
201307;0,0565;0,0186;0,0056;-0,0146;0,0056;0,0175;-0,004727;0,006474;0,0181
201308;-0,0271;0,0031;-0,0278;0,0062;-0,0216;0,0005;0,005517;-0,017841;-0,0037
201309;0,0377;0,0292;-0,0119;-0,0073;-0,0132;0,0296;-0,009958;-0,007254;0,0077
201310;0,0418;-0,0151;0,0114;0,027;0,0087;0,0015;0,013367;0,011611;0,0288
201311;0,0312;0,0122;0,0024;0,0014;0,0005;0,004;0,015439;0,000148;0,0195
201312;0,0281;-0,005;-0,0031;-0,0052;0,0007;0,0004;-0,001745;0,007392;0,0027
201401;-0,0332;0,0085;-0,0209;-0,0399;-0,014;0,017;-0,023143;-0,002918;0,0204
201402;0,0465;0,0034;-0,004;-0,0026;-0,0041;0,0207;-0,014762;-0,006297;-0,0018
201403;0,0043;-0,0189;0,0509;0,0216;0,019;-0,0334;0,017736;0,027038;0,0158
201404;-0,0019;-0,0424;0,0114;0,0348;0,0107;-0,0386;0,010816;0,008015;0,0021
201405;0,0206;-0,0186;-0,0027;0,001;-0,0108;0,0115;-0,006521;-0,009378;0,0107
201406;0,0261;0,0308;-0,0074;-0,0197;-0,0191;0,0067;-0,025859;-0,026584;-0,0038
201407;-0,0204;-0,0425;0,0001;0,0094;0,0047;-0,0025;0,011987;0,007155;0,0101
201408;0,0424;0,0036;-0,0059;-0,0063;-0,007;0,008;0,001455;-0,009248;0,0173
201409;-0,0197;-0,0383;-0,0123;0,0113;-0,0051;0,0052;0,030614;-0,003099;0,0247
201410;0,0252;0,0421;-0,017;-0,0047;-0,0017;0;0,016832;0,005282;0,0208
201411;0,0255;-0,0209;-0,03;0,014;0,0018;0,0106;0,025232;0,003423;0,0236
201412;-0,0006;0,0255;0,0206;-0,0116;0,0088;0,0109;-0,006545;0,004722;0,0028
201501;-0,0311;-0,0056;-0,0348;0,0167;-0,0167;0,0384;-0,003725;-0,010729;0,0262
201502;0,0613;0,0049;-0,0181;-0,0107;-0,0175;-0,0283;0,000848;-0,013948;-0,0206
201503;-0,0112;0,0303;-0,0046;0,001;-0,0051;0,0302;0,008332;-0,002642;0,0141
201504;0,0059;-0,0298;0,0185;-0,0015;-0,0049;-0,0739;-0,022005;-0,008015;-0,0216
201505;0,0136;0,0087;-0,0137;-0,0172;-0,0074;0,0601;0,014322;-0,006108;0,0268
201506;-0,0153;0,0283;-0,0079;0,005;-0,0147;0,0303;0,012469;-0,024473;0,0197
201507;0,0154;-0,0415;-0,0412;0,0004;-0,0256;0,1033;0,043496;-0,027282;0,0549
201508;-0,0604;0,0049;0,0266;0,0076;0,0125;-0,0212;0,007607;0,011607;-0,0153
201509;-0,0308;-0,0264;0,0053;0,0181;-0,0051;0,0533;0,042461;0,003176;0,0564
201510;0,0775;-0,0197;-0,0007;0,0082;0,0043;-0,0404;-0,023743;0,006273;-0,0104
201511;0,0056;0,0364;-0,0051;-0,0257;-0,011;0,0232;-0,017131;-0,005501;0,0134
201512;-0,0217;-0,0283;-0,0259;0,0031;0,0013;0,0345;0,029295;0,003217;0,0257
201601;-0,0577;-0,0335;0,0208;0,026;0,0302;0,0133;0,05324;0,027839;0,0073
201602;-0,0007;0,0079;-0,005;0,0329;0,0205;-0,0411;0,020303;0,017193;-0,0061
201603;0,0696;0,0087;0,0116;0,0081;-0,0002;-0,0513;-0,02124;-0,007078;-0,0244
201604;0,0092;0,0069;0,0326;-0,0289;0,0197;-0,0627;-0,072343;0,012908;-0,0261
201605;0,0178;-0,0027;-0,0181;-0,0102;-0,0255;0,0192;0,009588;-0,022655;0,0223
201606;-0,0005;0,0065;-0,0147;0,0119;0,0192;0,0422;0,002568;0,005039;0,0289
201607;0,0395;0,0264;-0,0111;0,0133;-0,0124;-0,0299;-0,005095;-0,021843;0,0233
201608;0,005;0,0116;0,0334;-0,0133;-0,0039;-0,0312;-0,02407;-0,002141;-0,0184
201609;0,0025;0,0202;-0,0149;-0,0229;-0,0008;-0,0058;-0,031863;0,001735;-0,0017
201610;-0,0202;-0,0439;0,0416;0,0119;0,0024;0,0065;0,03023;0,008407;0,011
201611;0,0486;0,0547;0,0829;-0,001;0,037;-0,0415;-0,011024;0,02922;-0,0162
201612;0,0182;0,001;0,0358;0,0099;-0,003;-0,0042;0,015303;-0,002623;0,0376
201701;0,0194;-0,0104;-0,0278;-0,0001;-0,0095;-0,0094;-0,013198;-0,020777;0,0007
201702;0,0357;-0,0202;-0,0179;0,0078;-0,0172;-0,0165;0,020048;-0,022683;0,0186
201703;0,0017;0,012;-0,0317;0,0068;-0,01;-0,0092;0,018823;-0,013066;0,0133
201704;0,0109;0,0071;-0,0187;0,02;-0,0155;0,0055;0,010088;-0,015535;0,0205
201705;0,0106;-0,0254;-0,0378;0,0121;-0,0188;0,0145;0,013102;-0,016642;0,0229
201706;0,0078;0,0217;0,0135;-0,0201;-0,0007;-0,0026;-0,012898;-0,004968;-0,0003
201707;0,0187;-0,0141;-0,0029;-0,0071;-0,0015;0,0163;0,015346;-0,004286;0,0019
201708;0,0016;-0,0167;-0,0224;0,0028;-0,0242;0,0352;0,004656;-0,028241;-0,0008
201709;0,0251;0,0455;0,0303;-0,0118;0,0163;-0,0117;0,004497;0,031284;-0,0018
201710;0,0225;-0,0194;-0,0005;0,0104;-0,0333;0,043;0,021725;-0,028548;0,0026
201711;0,0312;-0,0065;-0,0004;0,0312;0;-0,0073;0,018734;-0,004969;0,0201
201712;0,0106;-0,0128;0,0014;0,0065;0,0165;-0,0165;0,0032;0,017456;0,0047
201801;0,0558;-0,0303;-0,0137;-0,005;-0,0089;0,0393;-0,01311;-0,012889;-0,0003
201802;-0,0365;0,0026;-0,0119;0,0052;-0,0225;0,0396;-0,007678;-0,016939;-0,0194
201803;-0,0235;0,0395;-0,0012;-0,0051;0;-0,0124;0,001924;-0,001073;0,0246
201804;0,0029;0,0112;0,0054;-0,0209;0,0118;0,002;-0,000284;0,015935;0,0009
201805;0,0265;0,0523;-0,0316;-0,0195;-0,0142;0,0381;-0,018755;-0,010828;0,0062
201806;0,0048;0,0118;-0,0238;0,0071;0,0033;-0,0239;0,014412;-0,00409;0,0242
201807;0,0319;-0,0217;0,0043;0,0161;0,0043;-0,016;0,019596;0,004854;-0,0037
201808;0,0344;0,0115;-0,0408;-0,0028;-0,025;0,0531;0,003653;-0,02331;-0,0122
201809;0,0006;-0,0237;-0,013;0,0059;0,0124;-0,0007;0,005948;0,014117;-0,0061
201810;-0,0768;-0,0476;0,0344;0,0087;0,0345;-0,0182;0,012871;0,041298;0,0212
201811;0,0169;-0,0079;0,0025;-0,006;0,0032;-0,0142;0,0097;-0,009417;-0,001
201812;-0,0955;-0,0263;-0,0147;-0,0013;0,0016;0,0183;0,013549;-0,008273;-0,0002
201901;0,0841;0,0301;-0,0062;-0,0069;-0,0136;-0,0868;-0,039832;-0,010012;-0,0068
201902;0,034;0,0206;-0,0284;0,0024;-0,0147;0,0079;0,005759;-0,02567;0,0004
201903;0,011;-0,0313;-0,0407;0,0093;-0,0102;0,0218;-0,000365;-0,005068;0,0027
201904;0,0396;-0,0168;0,0193;0,0175;-0,0217;-0,0261;0,020847;-0,025239;-0,0013
201905;-0,0694;-0,012;-0,0239;-0,0035;0,0178;0,0761;0,006852;0,015123;0,0424
201906;0,0693;0,0034;-0,0108;0,0094;-0,0038;-0,0223;-0,001243;-0,00256;-0,0004
201907;0,0119;-0,0207;0,0014;-0,0008;0,0036;0,0268;0,005053;0,001712;0,0212
201908;-0,0258;-0,0241;-0,0499;0,0037;-0,0096;0,076;0,017673;-0,009351;0,0238
201909;0,0144;-0,009;0,0671;0,0197;0,0355;-0,0685;0,016828;0,030078;-0,0116
201910;0,0206;0,0025;-0,0207;0,0043;-0,0096;0,0024;0,006286;-0,005515;-0,0042
201911;0,0387;0,0087;-0,0186;-0,015;-0,0129;-0,0262;-0,011667;-0,010127;-0,0283
201912;0,0277;0,0068;0,0183;0,0021;0,0131;-0,0213;-0,0132;0,01836;-0,0029
202001;-0,0011;-0,044;-0,0627;-0,0136;-0,0234;0,0543;-0,003876;-0,023977;0,0416
202002;-0,0813;-0,0003;-0,0392;-0,0161;-0,0249;-0,0023;-0,005094;-0,022162;-0,0361
202003;-0,1338;-0,0838;-0,1396;-0,0138;0,0121;0,0854;0,059911;0,021208;-0,0962
202004;0,1365;0,0279;-0,0139;0,0251;-0,0103;-0,0549;-0,019954;-0,001082;-0,0183
202005;0,0558;0,0193;-0,0505;0,0071;-0,0328;0,0067;-0,005004;-0,037035;0,0473
202006;0,0246;0,0194;-0,0235;0,0003;0,0034;-0,0075;0,012001;0,002768;0,0508
202007;0,0577;-0,0303;-0,0139;0,0055;0,0106;0,0761;0,032258;-0,013047;0,0648
202008;0,0763;-0,0094;-0,0294;0,0427;-0,0144;0,0051;-0,008682;-0,028534;-0,0399
202009;-0,0363;0,0007;-0,0251;-0,0115;-0,0177;0,0305;0,012255;-0,021992;0,0129
202010;-0,021;0,0476;0,0403;-0,006;-0,0053;-0,0303;-0,024671;-0,007387;-0,0201
202011;0,1247;0,0675;0,0211;-0,0278;0,0105;-0,1225;-0,1446;0,030672;-0,0509
202012;0,0463;0,0467;-0,0136;-0,0215;0;-0,0242;-0,035415;-0,027001;0,0534
